3000,10
3642,18470,12279,9130,36578,7024,7491,22188,2641,105526,1
15482,11044,96808,33019,3148,7070,1358,1064,118598,16519,1
2232,938,200845,246641,17776,61044,18053,256310,875,10350,1
8570,1119,902,6829,902,61185,155,155,12261,78091,1
19057,12789,164026,539319,42035,16971,51068,464887,17167,5974,1
94148,9241,2334,273229,24070,69889,13232,4492,37086,1295,1
18287,1524,110712,317689,109009,886866,104551,25412,4055,12050,0
2470,0,0,0,0,0,0,0,0,0,1
28697,83524,31051,2525,56017,18793,16488,348585,3283,1495,1
1890,2336,1141,99,12166,2051,28652,631,2438,1659,0
0,122,2281,0,0,0,0,0,0,0,1
3551,2692,5945,22110,37511,7484,2390,1449,53675,59391,1
2736,9838,7703,2660,5305,0,0,0,0,0,1
25533,36145,127464,17014,535008,80472,81655,825,21939,124,1
3164,15309,349984,20274,34357,23090,515,137218,688,21367,1
12822,84492,13408,14245,167828,102034,133197,116187,228930,2642,1
68801,168,113928,25615,107502,25156,159345,295996,12173,99423,0
55117,7172,587280,7016,10098,40344,164761,6653,61341,728,1
6812,32708,177616,13585,4159,36535,8305,6775,12003,2596,0
10090,2910,1278,20889,300,2431,4437,10331,2838,1067,0
5030,5438,775,478,905,0,0,0,0,0,1
38117,72318,18214,13140,95374,43256,5456,4131,6283,13901,0
11579,4670,2918,36492,58659,28854,5674,5850,159736,38608,0
2028,8854,62981,28346,309,49276,11118,56413,37856,4114,0
184305,34842,30487,83772,16876,44372,0,0,0,0,1
3616,13459,72088,83704,7015,70194,14660,506842,678564,18681,0
22026,18472,972,11997,370161,9993,0,0,0,0,1
26103,8342,5251,5400,4382,30783,10687,5917,1512,6471,1
1123,26178,82978,211678,10050,23810,19644,16892,6143,171388,1
883,0,0,0,0,0,0,0,0,0,1
40097,10208,57129,14952,10501,227102,8348,18683,142145,34744,0
438,1190,4019,114,5866,4630,75133,2315,1096,8303,0
2491,56817,802,54896,21473,1943,2069,5107,2294,17319,1
13276,1238,126,11001,1711,7059,8760,3869,3024,24157,0
3200,485,9650,11420,163,11731,12301,124143,9854,128961,0
3517,3031,0,0,0,0,0,0,0,0,1
27268,71833,26081,14020,126607,2048,5143,6387,21293,11536,1
1132,22499,20467,60611,10077,113447,449,39303,2581,141335,1
20407,17730,18572,37325,16526,741049,34063,42588,46945,60237,1
24519,8009,143388,10766,149273,11415,13716,1214,19645,11851,0
11290,18007,11575,15124,115787,168968,187190,7715,14753,4503,0
938092,142070,54917,75930,8491,75360,215505,17903,3194,10176,1
3039,3208,75403,32606,12128,59657,1662,42151,5802,123186,1
1917,6371,899,1779,8863,2246,20713,563,4124,6713,0
14878,129625,66949,19962,3632,18495,100546,2663,124411,18249,0
9735,4832,5751,55377,29824,265620,7558,428,81337,3551,1
48933,39304,7833,58663,554679,11609,101829,26752,9287,1491,1
37259,8582,2614,592,2244,153627,23915,16596,15304,57394,0
427880,43665,12305,17659,1908,81946,5765,20176,5798,322723,0
1506,48780,906,2374882,293751,7633,17747,45788,2629,7780,0
40191,1283,1871,48389,5498,5193,344,4249,1788,12757,1
12198,35093,137477,8197,166671,14952,51910,542626,38296,92566,0
18773,2605,12734,143647,8704,8869,26825,6013,180245,15639,0
1369,6671,48360,2603,18838,107,12562,33720,19595,5599,1
66222,3625,56034,39617,6009,31126,1165,12722,16649,3632,1
372,20055,63276,12521,24108,4482,8694,50139,95686,21001,0
22826,16770,14782,19467,27216,61122,27007,96881,24418,4148,0
126,7605,0,1795,61408,0,0,0,0,0,1
9523,20996,20165,16864,148,17938,1885,734,61208,7806,0
2546,39103,0,19735,4257,3317,5398,5240,35824,497,1
35874,8102,38377,8051,14822,114940,27687,9589,52490,18480,1
6671,8959,37102,9641,108,4447,0,0,0,0,1
32013,3225,3433,25950,12120,144182,6332,22699,38837,74676,1
378045,442322,19867,297759,55166,1554,87976,39158,5610,2754,1
5521,149261,15982,74268,5130,25898,2238,34875,13687,2285,1
50036,31108,23881,171927,19931,20976,1724,52521,42687,7266,0
9494,8306,1746,1853,6790,19386,3583,117485,40727,3050,1
1427,6188,5573,3825,5934,3245,7420,10108,10814,18536,0
6789,423948,379465,19517,2657,2754,21035,74698,36385,1608,0
8612,1565816,309615,8107,30529,18649,2482,35356,2642,12902,1
127,6338,10528,2816,4008,27616,881,7810,4848,2722,0
90004,131280,12757,230006,43748,15766,340424,11555,28435,8825,1
1556,761,6673,6654,27847,2448,147,6583,46553,1211,1
12480,7303,12933,1162,14821,393097,50644,17547,12732,233859,1
36258,8632,6998,3404,25037,448,632,12125,5816,7884,1
102412,109898,56957,746,42896,87196,22161,75737,2878,38672,0
1935,639,9151,2552,1060,5683,1736,9032,1638,23344,1
4632,66365,1363,61021,17677,5380,1476,75615,104331,234996,0
23440,205590,2987,132852,1055,252598,52887,14145,2528,96418,1
4101,9545,107,107,107,5681,698,47810,3503,805,0
38123,22796,19816,1399,9520,12761,121373,5126,15317,6400,1
18440,14574,7946,41570,248556,13067,23537,9756,2575,7805,1
1017,5713,2172,1037,29582,12655,1436,3155,173,7231,1
35676,26107,16754,3214,1310,7519,5837,22177,62936,65128,0
13867,2134,2436,30692,4265,1494,20818,65944,20377,21188,1
118069,5478,17485,387,36162,24489,93730,57118,147431,281007,0
8349,206,1726,2658,0,0,0,0,0,0,1
159,14737,331081,47097,183144,19178,4350,14697,24189,12161,0
445,6283,4101,1574,2366,3357,4552,39164,6246,37525,0
101834,2417,49892,1485,32935,16098,1648,1648,2434,67589,1
156849,4478,12321,3303,1436,47018,3128,1702,16814,3561,0
277263,3917,49587,113813,10843,35178,26645,3039,3001,15499,0
12853,141,38339,3312,3369,7751,924,8273,1235,18220,0
115,3600,4783,8629,6717,9144,5929,1777,8204,9541,0
19140,102838,9285,45050,7403,21910,44956,7353,97968,1249,0
36762,136666,15221,66567,1146,21931,5002,3931,63574,703,1
28083,28315,26034,10049,21450,1833,13884,1094,26417,3443,1
13985,114199,1042,156910,12234,10709,60316,33837,4528,442671,1
62802,44820,5107,467484,21781,47853,6856,74213,25681,136060,1
126952,97229,39589,35440,9421,16254,9483,252306,6509,299446,0
1212,169866,81500,10190,77893,4223,52479,34249,53722,1492,1
2977,0,6608,12918,282,0,0,0,0,0,1
17633,9019,87445,395,10676,3951,22288,42439,3506,3006,0
8221,9253,4330,660,22432,526904,58982,114,8859,13658,1
3535,4751,13216,1568,16195,49189,3820,35059,19324,3378,1
2800,110226,6171,1100,1341,29138,92945,1072,8077,189,1
433013,50872,26960,246168,156420,1616,208886,23079,67694,103684,0
297388,15251,52711,13034,60515,13473,11299,69255,11731,99724,1
10683,35182,23178,2135,13599,13422,50578,30896,181871,3334,1
15980,22569,15775,62119,74705,5785,53591,9053,12136,30793,1
347,1213,190647,2674,0,0,0,0,0,0,1
106,13033,16222,4127,1121,606,7519,1366,1757,2685,0
41251,784127,154872,13536,310815,3279,34695,26198,30216,185525,0
25468,47581,16119,1316,4342,177,109720,1956,1171,12925,1
3919,20787,46292,160,90138,1013,4658,32746,5290,40089,0
604,885,0,401,0,0,0,0,0,0,1
2834,5034,69605,6272,132696,383,21106,37150,124403,4600,1
12863,9503,7104,3086,14973,24720,3635,32369,10111,9893,0
39435,5767,150,1412,52792,57816,3361,1105,720,720,0
26577,297163,11897,9483,7155,2861,120751,38644,52616,2567,1
9256,3808,4062,8394,3448,2527,0,82217,25444,1177,0
24484,62515,16791,154343,2772,3241,57247,3923,10781,9119,0
105305,101760,17727,84142,14795,53637,151185,120340,145,7899,1
179264,11972,3476,2140,7557,396674,26931,90516,2343,16102,0
4147,124,5649,22041,275,35165,1652,2146,6951,873,0
34999,7045,3282,9007,1165,22441,18031,1162,60603,9104,0
2226,3710,80168,956,47088,5943,20488,18187,3023,4272,1
1435,1505,2700,2037,2150,122,38819,7893,10416,1061,1
5571,27290,45629,5707,13568,242,4061,4797,2304,1522,1
28726,12462,1941,862,4753,8060,3689,115,3680,36370,1
26989,84623,18951,2705021,73849,180558,8020,67536,92759,10821,0
1454,61915,2813,8009,16107,225,62822,229,229,11119,1
85016,29214,26342,2286,3415,28043,1204998,12805,9342,4643,1
7865,2790,1462,15177,3235,1798,3810,3013,27481,4918,0
617,21748,18401,3749,97,95,0,0,0,0,1
120757,71365,8719,46907,95095,82164,607543,21237,36172,261399,0
96670,57414,1353,195814,55285,76204,8374,3441,236359,886137,1
147345,517,18351,5927,301575,36416,87736,30202,3643,22748,0
3199,1822,5845,12954,3022,51806,6895,32887,5877,14378,0
80094,59553,11203,136600,57920,5789,9164,3989,7228,7536,1
610,145,2781,17439,1435,37013,865,12906,8466,738,0
1936,685,2734,863,1274,2962,2548,313,298,4541,1
36955,49879,14419,1383,2412,1988,11825,31017,16071,4403,1
110337,8469,1306,3719,4431,166,2049,166,166,17547,1
36632,5145,19227,37645,1186,8906,7372,424,9960,186,1
8806,0,0,234159,20002,85484,28724,3937,9376,2205,1
4966,46890,2023,4050,10251,877,18055,1551,14268,4796,1
5348,4217,20265,17193,11148,9667,9322,3011,48498,5952,0
753,753,753,753,879,6829,129,129,129,228,1
0,0,1831,757,4623,0,0,0,0,0,1
0,0,1437,966,0,0,0,0,0,0,1
123,7851,3115,6215,16290,191255,1183,2012,50963,13826,0
7957,1136,103,33000,259,4886,13076,586,2276,1945,0
25400,8527,14830,4353,54146,4239,1298,3721,4890,28071,1
40470,3953,25717,40341,30340,9093,184243,166873,7731,41398,0
8302,161863,54075,12533,150342,19316,606,65479,16099,72045,1
23965,6616,64855,3699,16849,85667,175421,66135,7688,44886,0
82585,300056,6925,37484,73346,273195,39786,88319,225091,25794,0
21804,24861,8881,93083,20788,23824,10806,7444,239,9607,1
42312,3852,18883,10183,21914,189,73808,71530,13916,419,1
10618,22035,2260,24907,21453,2300,294,1757,4720,134,1
11459,2075,36229,2528,281,4828,87674,26830,5733,3865,0
10754,3832,4498,34173,137456,41368,7554,4658,3720,6072,1
9865,71444,12085,34478,2149,4416,836,58819,4452,2380,0
2878,3335,32902,8356,42798,172781,177795,14766,10881,48251,0
5717,15766,5347,50430,936,58899,1149,5282,8753,5054,1
14630,18054,24423,340278,58485,16202,24622,4651,2516,24800,0
85788,16731,3171,18548,111738,318253,689056,27693,121837,135556,0
6552,12164,5839,3422,865,8085,29736,9984,4110,619,0
12829,17852,8502,5494,4037,163540,24444,1918,1878,3329,1
99690,282780,136212,43574,372172,12656,55123,20439,17062,98734,0
75003,35200,3528,94626,39036,27688,31493,854,10859,8953,1
18117,21740,7560,41513,318389,15770,47700,64979,23390,42679,1
82089,208094,2237,13616,65125,3161,19321,19924,21801,1592,1
10589,3693,48645,13870,360,4079,8185,2111,3939,62335,0
0,0,0,741,26823,0,0,0,0,0,1
6115,14987,5287,1595,736,1336,0,0,0,0,1
1498,14111,18360,23727,21761,36079,2246,3127,4120,41940,0
87831,967415,16214,71891,22528,18918,26861,6301,48356,565040,0
59502,85815,9345,23288,215613,6537,21754,45769,20283,12476,0
177,4730,3972,17161,21042,45923,1052,2264,53948,3456,0
12761,139377,1669,44228,62259,557,3937,80240,11097,51931,1
5643,18374,187982,72286,73252,14540,22812,6392,5909,49605,1
1787,210,218,1201,479,2433,2340,10240,1334,14601,0
15260,37355,12298,103768,25551,110995,5457,9927,1606,89106,1
1564,3667,2757,9027,0,0,0,0,0,0,1
232803,10839,172353,90547,19557,708314,7984,23946,992,34939,0
6759,72666,196828,142010,17951,16046,28128,5454,53285,2717,0
20997,3563,8017,15863,4533,4380,2372,41513,170,322,1
15400,24229,3159,112899,24121,142183,17152,5564,19163,38587,0
1851,2981,146,939,146,784,4475,1833,816,816,0
25217,2319,164975,93691,94642,23491,12996,105468,197030,11658,1
48305,49167,32817,1079,14442,14820,373934,33589,9983,23708,0
32499,66712,7609,9813,32664,265,4406,8292,48979,901,1
25055,1808,5440,86409,55314,5754,6368,9751,94046,73982,1
41312,3652,13162,10788,32704,7412,2455,10352,30066,129227,1
20535,13603,8999,97559,1347563,45888,9184,9703,3792,40415,1
7292,22501,84106,2002,18614,21181,65123,117959,6323,29032,1
35382,5751,10374,14779,108346,20010,1598,1983,2450,28083,1
2465,4665,788,1809,238348,5733,8480,4144,9873,14486,1
31117,13421,15056,640,21850,12519,39513,215932,14207,25133,0
18597,45960,3002,46969,6902,15580,66764,84606,10802,210229,0
13000,33586,293101,53273,31216,9099,7011,10363,32344,13485,1
26238,104686,18382,57746,270249,67756,2428,7881,453,65523,1
24690,2139,48546,37097,9617,54667,6338,24675,33159,31860,0
5688,80,530,5883,7845,28274,0,0,0,0,0
166924,19507,19815,1537,12904,40080,26146,4243,39823,26863,0
123331,18451,18842,179544,3935,30992,176574,14143,179896,27471,0
17443,1087,1752,9487,2677,10303,12198,7508,8968,24901,1
68437,6444,2434,29917,38574,8124,131133,3917,12563,1409,0
3974,6184,26752,3155,151046,2055,42730,12430,11644,279611,1
8000,8785,3587,98608,1896,22091,4126,21534,2895,14680,0
3846,4964,2731,1928,6130,11934,12682,8099,3200,5044,1
98644,3681,10973,15221,60518,49659,53180,20220,114073,28600,1
108722,116765,116342,80016,17312,43273,11737,18578,239736,735235,0
5193,15762,625,38029,1645,771,3633,3316,24903,3080,0
6014,3920,79006,36521,3446,55134,15667,11598,1604,5304,1
3097,2443,13898,21838,6721,4983,34860,45170,7142,113132,1
23466,36052,256852,7663,23595,6123,2875,222884,6949,80303,0
9190,4881,11394,71247,29768,3486,8725,4116,3669,1079,1
6251,14570,971,37388,1343,4168,2654,17120,40245,11655,1
12089,22844,247470,159603,81644,18527,29303,8438,27839,5719,0
949,5563,8842,6670,73362,26366,1357,105,5042,101,1
37503,26679,0,0,0,0,0,0,0,0,1
23712,22139,40133,2575,12527,1314,185,14681,14923,46943,1
6758,7726,843,9612,2158,2816,117,12858,1817,7610,1
2041,41152,720,4183,5643,120,1259,3937,2307,13369,1
9659,183515,39831,20884,1930,54737,5973,692284,8288,20818,1
3796,4337,9788,902,5264,4739,771,3750,1964,1703,1
2477,2032,780,1768,747,6149,119,121,1007,121,1
3241,7082,6814,162,153,3421,28729,88430,16484,8449,0
41021,72489,6050,26282,7520,8311,16146,103840,30218,10588,1
1281,2157,180,6697,20937,4248,3939,11183,13897,20160,0
1237,42819,11613,12318,5540,17860,38946,3547,20842,17608,0
0,117,1981,0,0,0,0,0,0,0,1
13880,34210,15694,51706,66275,16438,82181,14941,56143,550665,1
36007,6663,10607,8464,4557,113,6200,11534,3065,13391,1
31053,39844,3139,40531,7961,17064,15837,5581,8413,132143,0
935,1131,40340,20883,21341,1653,3287,20110,4790,6892,1
463443,22120,31934,47513,37728,35226,29858,26258,5290,17886,1
0,7914,0,0,1882,0,0,0,0,0,1
43947,188873,13965,56889,118488,55660,484144,1340417,70594,8662,0
10952,2517,52245,9383,10421,5864,4123,59994,4065,117420,0
866,12496,2857,1896,1246,453,1972,4440,179,20482,1
23652,51099,1250,1872,5833,205,3653,21963,11887,78831,1
930,51880,3886,8680,240,29374,7261,166223,19175,52428,0
7389,698,27160,14757,7776,31916,53407,338818,362176,22332,0
1177,6793,92764,54270,82085,112855,21696,13279,87785,25046,1
9243,13737,93810,7219,1053,92717,2338,1438,10462,14497,0
325,5995,60316,2925,3418,19863,6872,65695,122522,6590,0
161875,2550,105437,10105,77489,147273,80163,75275,134030,18826,1
0,0,381,2864,14959,0,0,0,0,0,1
25398,4640,87708,28908,44221,37020,11361,8449,11482,30546,0
161746,158953,139430,33585,4991,40605,14734,158222,67945,24901,0
56692,4723,6680,36317,45208,102061,133,18325,4233,4501,1
8955,173672,14740,110366,47002,1309,38557,3727,2807,102343,0
13057,23194,174,9745,4186,33943,171576,4242,87040,6277,0
16421,1083,6402,15129,13341,5759,97834,278,22618,57144,1
31263,5343,1469,5727,6044,25363,435,8542,18369,537,1
101905,6351,48703,12664,29526,29911,28137,138219,27269,1885,0
117419,1777,61853,21775,8127,67889,11244,15353,11398,102005,1
5441,19538,13544,114846,2951,66175,12788,74869,5032,21585,1
110025,165913,137450,42582,34911,667788,34641,26072,11725,5824,0
4819,5943,13164,3862,11004,2351,2685,2651,2573,969,1
147410,11445,5297,38402,20988,34396,7612,65525,28740,5670,0
1554,140034,18659,5816,3595,3145,232,2233,41698,5146,1
14626,29832,141558,2868,9714,117246,9018,400,4027,10342,1
8452,4087,1634,268,11191,9720,2413,3558,5581,9936,0
276107,23298,33768,9837,5522,122400,6566,4095,5519,28132,1
0,0,12823,8890,0,0,0,0,0,0,1
3509,3629,3386,188,13867,3814,11001,9082,1467,1219,0
252,3465,292879,453087,25165,12351,2228,23065,14744,79593,0
89864,1844,41387,575,2095,1718,0,0,0,0,1
32378,145473,16905,111611,35546,21132,40634,36327,61006,30459,0
19694,6873,19688,7055,12105,119426,13618,19661,66111,9656,0
9184,24806,14058,163,1106,108951,280166,25759,157417,54037,0
17399,20647,12408,88007,1249,8821,121968,3823,113815,7389,1
58507,8972,247789,5951,19911,791033,16286,88745,10929,11488,1
323517,45665,20424,63195,29718,185995,46680,26474,15485,13145,1
18407,294,128913,44959,112998,1110,4330,10684,60981,2650,0
19575,12574,12125,41540,243844,110461,122435,69689,1551,7818,1
25199,41121,2521,0,57283,0,0,0,0,0,1
0,896,818,246,0,0,0,0,0,0,1
2319,1399,23545,226,64581,3127,1281,6915,21922,1281,0
13885,5779,17884,35242,5438,27176,9467,27598,16760,5821,0
16379,3066,78907,111904,18472,5616,4181,1385,49785,14222,1
